"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"71202";"ESCATRÓN";"41.2126740";"-0.2899790";"";"";"CASTELNOU";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71203";"CHIPRANA";"41.2315810";"-0.1544950";"";"";"CHIPRANA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71204";"CASPE";"41.2397380";"-0.0427010";"Pl. Obispo Cubeles, 15";"50700";"CASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71205";"VAL DE PILAS";"41.2300560";"0.07014500";"Camino de la Fresa - Estación Ferrocarril, S/N";"50709";"CASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71206";"FABARA";"41.2344050";"0.14328400";"Ctra. A - 144 --- Estación de Ferrocarril, S/N";"50793";"FABARA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71207";"NONASPE";"41.2137880";"0.24247200";"Ctra. A-2411 - Estación Ferrocarril, S/N";"50794";"NONASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71208";"FAIÓ-LA POBLA DE MASSALUCA";"41.2250555";"0.35110259";"Ctra. Tv - 7231 --- Estació de Ferrocarril, S/N";"43783";"POBLA DE MASSALUCA (LA)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"71209";"RIBA-ROJA D'EBRE";"41.2485594";"0.48103178";"Ctra. Tv-7411 - Estació Ferrocarril, S/N";"43790";"RIBA-ROJA D'EBRE";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71210";"FLIX";"41.2293651";"0.54010012";"Pl. Sant Jaume, S/N";"43750";"FLIX";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71211";"ASCÓ";"41.1823727";"0.56902524";"Pla. de la Estacio, S/N";"43791";"ASCÓ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71300";"MÓRA LA NOVA";"41.1065823";"0.65321819";"Camí L'Estació Ferrocarril, S/N";"43770";"MÓRA LA NOVA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71301";"ELS GUIAMETS";"41.0959717";"0.74772492";"Ctra. Tv - 3031 --- Estació Ferrocarril, S/N";"43777";"GUIAMETS (ELS)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71302";"CAPÇANES";"41.1020902";"0.78036099";"Ctra. Tv-3002 --- C/ de Llaberia - Estación Ferrocarril, S/N";"43776";"CAPÇANES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71303";"MARÇÀ-FALSET";"41.1309421";"0.81041774";"Ctra. T - 300 --- Estació Ferrocarril, S/N";"43775";"MARÇÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71304";"PRADELL";"41.1333595";"0.85865032";"Ctra. Tv-3223 - Estació Ferrocarril, S/N";"43774";"PRADELL DE LA TEIXETA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71305";"DUESAIGÜES-L'ARGENTERA";"41.1436928";"0.92087096";"Ctra. T - 343 --- Estación Ferrocarril, S/N";"43773";"ARGENTERA (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71306";"RIUDECANYES-BOTARELL";"41.1400577";"0.97574775";"Ctra. T-3131 - Estació Ferrocarril, S/N";"43771";"RIUDECANYES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71307";"LES BORGES DEL CAMP";"41.1665064";"1.02213230";"C/ Estació Ferrocarril, S/N";"43350";"BORGES DEL CAMP (LES)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71400";"REUS";"41.1605229";"1.10008978";"Pl. de L'Estació Ferrocarril, S/N";"43203";"REUS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71401";"VILA-SECA";"41.1128193";"1.15037877";"C/ de Galcerán de Pinós, S/N";"43480";"VILA-SECA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71500";"TARRAGONA";"41.1115636";"1.25322776";"Passeig de Espanya, S/N";"43004";"TARRAGONA";"TARRAGONA";"ESPAÑA";"SI";"NO";"TARRA"
"71502";"ALTAFULLA-TAMARIT";"41.1366479";"1.37341488";"Ctra. Tv - 2023 - C/ de la Fassina - Estación Ferrocarril, S/N";"43008";"TARRAGONA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71503";"TORREDEMBARRA";"41.1427923";"1.40578377";"Passeig de Miramar, 118";"43830";"TORREDEMBARRA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71600";"SANT VICENÇ DE CALDERS";"41.1862102";"1.52480358";"C/ de L'Estació";"43880";"VENDRELL (EL)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71601";"CALAFELL";"41.1896703";"1.57500937";"C/ Estacio, S/N";"43820";"CALAFELL";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71602";"SEGUR DE CALAFELL";"41.1925787";"1.60643599";"Baixador, S/N";"43882";"CALAFELL";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71603";"CUNIT";"41.1950415";"1.63194242";"C/ Estacio, S/N";"43881";"CUNIT";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71604";"CUBELLES";"41.2043246";"1.67597720";"C/ Estacio, S/N";"08880";"CUBELLES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71700";"VILANOVA I LA GELTRÚ";"41.2203207";"1.73077249";"Pl. Eduard Maristany, S/N";"08800";"VILANOVA I LA GELTRÚ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71701";"SITGES";"41.2391315";"1.80969184";"Pl. Eduard Maristany S/N";"08870";"SITGES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71703";"GARRAF";"41.2545875";"1.90250383";"Pla. Estacio, S/N";"08871";"SITGES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71704";"PLATJA DE CASTELLDEFELS";"41.2669823";"1.95713579";"Pg. Ferrocarril, S/N";"08860";"CASTELLDEFELS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71705";"CASTELLDEFELS";"41.2790474";"1.97915126";"Pl. Estacio, S/N.";"08860";"CASTELLDEFELS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71706";"GAVÀ";"41.3034722";"2.01053111";"C/ Salamanca, 1";"08850";"GAVÀ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71707";"EL PRAT DE LLOBREGAT";"41.3309401";"2.08934473";"Avd. Enric Prat de la Riba, S/N";"08820";"PRAT DE LLOBREGAT (EL)";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71708";"BELLVITGE-GORNAL";"41.3549216";"2.11527330";"Avinguda. Vilanova, S/N";"08901";"HOSPITALET DE LLOBREGAT (L')";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71709";"VILADECANS";"41.3095086";"2.02741857";"Final Carrer Ferrocarril, S/N";"08840";"SANT BOI DE LLUÇANÈS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71801";"BARCELONA-SANTS";"41.3798632";"2.14101688";"Pl. Dels Països Catalans, 1 - 7";"08014";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"71802";"BARCELONA-PASSEIG DE GRÀCIA";"41.3920862";"2.16533862";"Passeig de Gracia --- Esquina C/ D' Arago, S/N";"08007";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"72100";"RODA DE BARÀ";"41.1839144";"1.44017086";"Ctra. Tv-2401 - Estació de Ferrocarril, S/N";"43883";"RODA DE BARÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72101";"RODA DE MAR";"41.1864204";"1.45520767";"C/ Les Flores, S/N";"43883";"RODA DE BARÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72201";"EL VENDRELL";"41.2210057";"1.53790552";"C/ Jaume Carner, S/N";"43700";"VENDRELL (EL)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72202";"L'ARBOÇ";"41.2734041";"1.60051857";"C/ Estació Ferrocarril, S/N";"43702";"ARBOÇ (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72305";"L'HOSPITALET DE LLOBREGAT";"41.3642038";"2.10091749";"Avg.  Josep Tarradellas, 192";"08901";"HOSPITALET DE LLOBREGAT (L')";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72400";"EL PRAT AEROPORT";"41.3041813";"2.07340133";"Zona Aeroport, S/N";"08820";"PRAT DE LLOBREGAT (EL)";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"72508";"SANTA PERPÈTUA DE MOGODA-RIERA DE CALDES";"41.5262297";"2.18633867";"Carrer Cami de la Granja S/N";"     ";"SANTA PERPÈTUA DE MOGODA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"73001";"PUIGVERD DE LLEIDA-ARTESA";"41.5537015";"0.73342706";"Ctra. Lv-7022 - Estació Ferrocarril, 6";"25153";"PUIGVERD DE LLEIDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73002";"JUNEDA";"41.5439328";"0.82554185";"C/ de Prat de la Riba, S/N";"25430";"JUNEDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73003";"LES BORGES BLANQUES";"41.5213973";"0.87791022";"Camí del Carro, S/N";"25400";"BORGES BLANQUES (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73004";"LA FLORESTA";"41.5042013";"0.924432  ";"Ctra. Lv - 2012 --- Estació Ferrocarril, S/N";"25413";"FLORESTA (LA)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73005";"VINAIXA";"41.4251410";"0.97037370";"Ctra. Albí, 34";"25440";"VINAIXA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73006";"VIMBODÍ I POBLET";"41.4027277";"1.04603327";"C/ de Castellfollit";"43430";"VIMBODÍ I POBLET";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73007";"L'ESPLUGA DE FRANCOLÍ";"41.4006616";"1.10336094";"Camí de L'Estació Ferrorarril, S/N";"43440";"ESPLUGA DE FRANCOLÍ (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73008";"MONTBLANC";"41.3766254";"1.16554869";"Av. de L'Estació, 1";"43400";"MONTBLANC";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73009";"VILAVERD";"41.3376633";"1.17653235";"C/ Major, S/N";"43490";"VILAVERD";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73010";"LA RIBA";"41.3184926";"1.18131260";"Ctra. Tv - 7044 --- Estación Ferrocarril, S/N";"43450";"RIBA (LA)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73100";"LA PLANA-PICAMOIXONS";"41.3061987";"1.19488293";"Ctra. T - 743 --- Km. 553 --- Estació Ferrocarril, S/N";"43491";"VALLS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73101";"ALCOVER";"41.2616066";"1.17416002";"Passeig de la Estacio, S/N";"43460";"ALCOVER";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73102";"LA SELVA DEL CAMP";"41.2111544";"1.14396003";"Passeig L'Estació Ferrocarril, S/N";"43470";"SELVA DEL CAMP (LA)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"74200";"HUESCA";"42.1335940";"-0.4097450";"C/ José Gil Cavez, 10";"22005";"HUESCA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74202";"PLASENCIA DEL MONTE";"42.2049980";"-0.5592730";"Ctra. A-1207 - Estación Ferrocarril, S/N";"22810";"SOTONERA (LA)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74204";"AYERBE";"42.2756100";"-0.6825690";"Ctra. A - 1206 --- Avda. Laorre, S/N";"22800";"AYERBE";"HUESCA";"ESPAÑA";"NO";"NO";""
"74205";"RIGLOS-CONCILIO";"42.3165000";"-0.7274610";"C/ Lacos, S/N";"22808";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74206";"RIGLOS";"42.3447560";"-0.7315990";"C/ Estación Ferrocarril, S/N";"22808";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74207";"SANTA MARÍA Y LA PEÑA";"42.3803900";"-0.6956470";"C/ Estación Ferrocarril, S/N";"22820";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74208";"ANZÁNIGO";"42.4032890";"-0.6433440";"C/ Estación Ferrocarril, S/N";"22830";"JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74209";"CALDEARENAS-AQUILUÉ";"42.3979730";"-0.4993090";"C/ Estación Ferrocarril, S/N";"22624";"CALDEARENAS";"HUESCA";"ESPAÑA";"NO";"NO";""
"74211";"SABIÑÁNIGO";"42.5204460";"-0.3730850";"C/ Serrablo, 2";"22600";"SABIÑÁNIGO";"HUESCA";"ESPAÑA";"NO";"NO";""
"74213";"JACA";"42.5783030";"-0.5392310";"C/ Estación Ferrocarril, S/N";"22700";"JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74214";"CASTIELLO-PUEBLO";"42.6281100";"-0.5462910";"Av. Francia, S/N ";"22710";"CASTIELLO DE JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74215";"CASTIELLO";"42.6281100";"-0.5450250";"";"";"CASTIELLO DE JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74216";"VILLANÚA";"42.6887450";"-0.5234600";"C/ Estación Ferrocarril, S/N";"22870";"VILLANÚA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74217";"CANFRANC";"42.7514710";"-0.5146410";"Av. de Fernando El Catolico, 2";"22880";"CANFRANC";"HUESCA";"ESPAÑA";"NO";"NO";""
"75101";"ALCOLETGE";"41.6542670";"0.68570700";"";"25660";"ALCOLETGE";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75102";"VILANOVA DE LA BARCA";"41.6873810";"0.72789800";"";"25690";"VILANOVA DE LA BARCA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75103";"TÉRMENS";"41.7165250";"0.76304600";"";"25670";"TÉRMENS";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75104";"VALLFOGONA DE BALAGUER";"41.7557510";"0.80561200";"";"25680";"VALLFOGONA DE BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75105";"BALAGUER";"41.7893330";"0.81475000";"";"25600";"BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75106";"GERB";"41.8233290";"0.81202300";"";"25614";"OS DE BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75107";"SANT LLORENÇ DE MONTGAI";"41.8664090";"0.83242400";"";"25613";"CAMARASA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75108";"VILANOVA DE LA SAL";"41.9120660";"0.83030500";"";"25612";"AVELLANES I SANTA LINYA (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75109";"SANTA LIÑA";"41.9317760";"0.85243300";"";"25612";"AVELLANES I SANTA LINYA (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75110";"AGER";"42.0067390";"0.85161700";"";"25691";"ÀGER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75111";"CELLERS-LLIMIANA";"42.0586990";"0.88286800";"";"25631";"CASTELL DE MUR";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75112";"GUARDIA DE TREMP";"42.1014190";"0.88804700";"";"25632";"SANT ESTEVE DE LA SARGA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75113";"PALAU-PUIGCERCOS";"42.1469550";"0.89244100";"";"25630";"TREMP";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75114";"TREMP";"42.1673640";"0.89113700";"";"25620";"TREMP";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75115";"SALAS DE PALLARS";"42.2068450";"0.94044700";"";"25693";"SALÀS DE PALLARS";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75116";"LA POBLA DE SEGUR";"42.2398540";"0.96610700";"";"25500";"POBLA DE SEGUR (LA)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"76001";"SALOMÓ";"41.2234416";"1.37662504";"Ctra. T-202 - Estació Ferrocarril, S/N";"43885";"SALOMÓ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"76002";"VILABELLA";"41.2395473";"1.31749155";"Ctra. Tv-2032 - Estació Ferrocarril, S/N";"43886";"VILABELLA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"76003";"NULLES-BRÀFIM";"41.2503192";"1.29750259";"Passeig de L'Estació Ferrocarril, 1";"43887";"NULLES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"76004";"VALLS";"41.2896079";"1.25865179";"Pl. de L'Estació, S/N";"43800";"VALLS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"77002";"MONTCADA-RIPOLLET";"41.4968022";"2.18192841";"Tagamanent, S/N";"08110";"MONTCADA I REIXAC";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77003";"SANTA PERPÈTUA DE MOGODA LA FLORIDA";"41.5262041";"2.18623384";"De L'Estacio, 3";"08130";"SANTA PERPÈTUA DE MOGODA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77004";"MOLLET-SANTA ROSA";"41.5366617";"2.20616865";"Joan Maragall, 2";"08100";"MOLLET DEL VALLÈS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77005";"PARETS DEL VALLÈS";"41.5562690";"2.22600409";"Avg. Estacio, S/N";"08150";"PARETS DEL VALLÈS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77006";"GRANOLLERS-CANOVELLES";"41.6114637";"2.27686073";"C/ Joan Maragall, 6";"08400";"GRANOLLERS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77100";"LES FRANQUESES DEL VALLÈS";"41.6297885";"2.29516461";"Ctra. de Ribas, 122";"08520";"FRANQUESES DEL VALLÈS (LES)";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77102";"LA GARRIGA";"41.6846272";"2.28879559";"Ronda del Carril, 47";"08530";"GARRIGA (LA)";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77103";"FIGARÓ";"41.7213454";"2.27160129";"C/ Estación de Ferrocarril, S/N";"08530";"FIGARÓ-MONTMANY";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77104";"SANT MARTÍ DE CENTELLES";"41.7605736";"2.24890462";"Estacio, S/N";"08592";"SANT MARTÍ DE CENTELLES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77105";"CENTELLES";"41.7993947";"2.22263552";"C/ Marques de Peñaplata, S/N";"08540";"CENTELLES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77106";"BALENYÀ-ELS HOSTALETS";"41.8149511";"2.23331523";"C/ Estacio, S/N";"08554";"BALENYÀ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77107";"BALENYÀ-TONA-SEVA";"41.8419076";"2.24744240";"C/ Bisbe Perello, S/N";"08554";"BALENYÀ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77109";"VIC";"41.9310958";"2.24885665";"Pl. Centenari, 4";"08500";"VIC";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77110";"MANLLEU";"41.9998601";"2.26929589";"Paseo de la Estación, S/N";"08560";"MANLLEU";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77111";"TORELLÓ";"42.0520113";"2.25997226";"Pl. Estación S/N";"08570";"TORELLÓ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77112";"BORGONYÀ";"42.0646586";"2.24200567";"C/ del Ter, S/N";"08571";"SANT VICENÇ DE TORELLÓ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77113";"SANT QUIRZE DE BESORA-MONTESQUIU";"42.1048488";"2.21773349";"C/ Estació S/N";"08580";"SANT QUIRZE DE BESORA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77114";"LA FARGA DE BEBIÉ";"42.1300729";"2.20393566";"C/ Estació de la Farga de Bebie";"17532";"MONTESQUIU";"BARCELONA";"ESPAÑA";"SI";"NO";""
"77200";"RIPOLL";"42.1961284";"2.19584128";"C/ Progrés, 22";"17500";"RIPOLL";"GIRONA";"ESPAÑA";"SI";"NO";""
"77301";"CAMPDEVÀNOL";"42.2217131";"2.16575839";"Pl. de L'Estació, 1";"17530";"CAMPDEVÀNOL";"GIRONA";"ESPAÑA";"SI";"NO";""
"77303";"RIBES DE FRESER";"42.3002126";"2.16619947";"Estació Renfe";"17534";"RIBES DE FRESER";"GIRONA";"ESPAÑA";"SI";"NO";""
"77304";"PLANOLES";"42.3144689";"2.09973152";"C/ Estació, 4";"17535";"PLANOLES";"GIRONA";"ESPAÑA";"SI";"NO";""
"77305";"TOSES";"42.3209639";"2.01525836";"Ctra Giv-4016 / la Estació S/N, Toses, Girona";"17536";"TOSES";"GIRONA";"ESPAÑA";"SI";"NO";""
"77306";"LA MOLINA";"42.3446518";"1.95595081";"Carrer de L'Estació, S/N";"17537";"ALP";"GIRONA";"ESPAÑA";"SI";"NO";""
"77307";"URTX-ALP";"42.3768624";"1.89685307";"Ctra. Giv-4082 - Estación Ferrocarril, S/N";"17538";"ALP";"GIRONA";"ESPAÑA";"SI";"NO";""
"77309";"PUIGCERDÀ";"42.4296256";"1.92458355";"Pl. Estació S/N";"17520";"PUIGCERDÀ";"GIRONA";"ESPAÑA";"SI";"NO";""
"77310";"LA TOUR DE CAROL";"42.4590288";"1.90438312";"28 Avenue Du Puymorens";"";"LA TOUR DE CARO";"GIRONA";"ESPAÑA";"SI";"NO";""
"78005";"VILLANUEVA DE GÁLLEGO";"41.7655100";"-0.8222040";"C/ Estación Ferrocarril, S/N";"50830";"VILLANUEVA DE GÁLLEGO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"78100";"ZUERA";"41.8771660";"-0.7641720";"Plaza del Canfranc, 8";"50800";"ZUERA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"78102";"ALMUDÉVAR";"41.9967140";"-0.6436220";"";"";"ALMUDÉVAR";"HUESCA";"ESPAÑA";"NO";"NO";""
"78200";"TARDIENTA";"41.9757160";"-0.5382230";"Pl. Estación Ferrocarril, S/N";"22240";"TARDIENTA";"HUESCA";"ESPAÑA";"NO";"NO";""
"78201";"GRAÑÉN";"41.9380330";"-0.3693290";"C/ Ronda de Aragon, S/N";"22260";"GRAÑÉN";"HUESCA";"ESPAÑA";"NO";"NO";""
"78202";"MARCEN-POLEÑINO";"41.8819110";"-0.2834560";"";"";"TRAMACED";"HUESCA";"ESPAÑA";"NO";"NO";""
"78203";"SARIÑENA";"41.8175290";"-0.1707600";"Barrio Estación Ferrocarril, S/N";"22200";"SARIÑENA";"HUESCA";"ESPAÑA";"NO";"NO";""
"78300";"SELGUA";"41.9063330";"0.14818700";"";"";"MONZÓN";"HUESCA";"ESPAÑA";"NO";"NO";""
"78301";"MONZÓN-RÍO CINCA";"41.9136790";"0.19693900";"Pl. Estación Ferrocarril, S/N";"22400";"MONZÓN";"HUESCA";"ESPAÑA";"NO";"NO";""
"78302";"BINÉFAR";"41.8497680";"0.29147800";"Avda. de Aragon, S/N";"22500";"BINÉFAR";"HUESCA";"ESPAÑA";"NO";"NO";""
"78400";"LLEIDA-PIRINEUS";"41.6201300";"0.63365328";"Pl. Berenguer Iv, S/N";"25007";"LLEIDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78402";"BELL-LLOC D'URGELL";"41.6316190";"0.78154700";"C/ de L'Estació, S/N";"25220";"BELL-LLOC D'URGELL";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78403";"MOLLERUSSA";"41.6317790";"0.89677500";"Pl. L'Estació Ferrocarril, 4";"25230";"MOLLERUSSA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78404";"GOLMÉS";"41.6359290";"0.93086300";"Passeig L'Estació Ferrocarril, S/N";"25241";"GOLMÉS";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78405";"CASTELLNOU DE SEANA";"41.6374640";"0.96773600";"Ctra. Lv - 3443 --- Estació Ferrocarril, S/N";"25265";"CASTELLNOU DE SEANA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78406";"BELLPUIG";"41.6325450";"1.01299300";"Av. de Lleida, S/N";"25250";"BELLPUIG";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78407";"ANGLESOLA";"41.6464480";"1.07919200";"Ctra. Lv- 3342 - Estació Ferrocarril, S/N";"25320";"ANGLESOLA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78408";"TÀRREGA";"41.6503870";"1.13896300";"C/ del Segle Xx, S/N";"25300";"TÀRREGA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78500";"CERVERA";"41.6736110";"1.27477300";"Passeig de L'Estació Ferrocarril, S/N";"25200";"CERVERA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78501";"SANT GUIM DE FREIXENET";"41.6559240";"1.42053000";"Pl. de L'Estació, S/N";"25270";"SANT GUIM DE FREIXENET";"LLEIDA";"ESPAÑA";"SI";"NO";""
"78502";"SANT MARTÍ SESGUEIOLES";"41.7012170";"1.48620400";"Passeig Dels Germans Forn, S/N";"08282";"SANT MARTÍ SESGUEIOLES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78503";"CALAF";"41.7303340";"1.51509700";"Avda. Josep Miro, 1";"08280";"CALAF";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78504";"SEGUERS-SANT PERE SALLAVINERA";"41.7479910";"1.57416700";"Ctra. Bv-3051 - Estació de Ferrocarril, S/N";"08281";"SANT PERE SALLAVINERA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78505";"AGUILAR DE SEGARRA";"41.7389170";"1.62372000";"Ctra. Bv - 3009 - Estación Ferrocarril, 18";"08256";"AGUILAR DE SEGARRA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78506";"RAJADELL";"41.7331590";"1.69627500";"Ctra. Bv-3012 - Estación Ferrocarril, S/N";"08256";"RAJADELL";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78600";"MANRESA";"41.7203921";"1.82648564";"Ctra. Manresa A Abrera, S/N";"08240";"MANRESA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78604";"SANT VICENÇ DE CASTELLET";"41.6688309";"1.86264304";"Pg. Pau Casals, S/N";"08295";"SANT VICENÇ DE CASTELLET";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78605";"CASTELLBELL I EL VILAR-MONIST MONTSERRAT";"41.6286826";"1.86882093";"C/ Estacio Renfe, S/N";"08296";"CASTELLBELL I EL VILAR";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78606";"VACARISSES";"41.6019280";"1.89408790";"C/ Petunia, 29";"08294";"VACARISSES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78607";"VACARISSES-TORREBLANCA";"41.5869183";"1.91647577";"Pg. de L'Estació, S/N";"08233";"VACARISSES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78609";"VILADECAVALLS";"41.5637965";"1.95727015";"Camí de L'Estació, S/N";"08232";"VILADECAVALLS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78610";"SANT MIQUEL DE GONTERES";"41.5688661";"1.97428484";"Pg. Dels Eucaliptus, S/N.";"08232";"VILADECAVALLS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78700";"TERRASSA ESTACIÓ DEL NORD";"41.5697825";"2.01435428";"Pl. Estació del Nord, S/N";"08221";"TERRASSA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"78703";"SABADELL SUD";"41.5287076";"2.10539311";"Comerç, S/N";"08204";"SABADELL";"BARCELONA";"ESPAÑA";"SI";"NO";""
